,Unnamed: 0_x,Bike Stop #,name_x,distance,venue_type,Unnamed: 0_y,name_y,latitude,longitude,free_bikes,empty_slots
251,251,201,The Gaudí Exhibition Center,180.0,Art Museum,201,"AV. DIAGONAL, 652",41.389462,2.1314948,0,27
252,252,201,Museo Dalí Escultor. Edificio Real Círculo Artístico,88.0,Museum,201,"AV. DIAGONAL, 652",41.389462,2.1314948,0,27
253,253,201,Via Sepulcral Romana,190.0,Monument,201,"AV. DIAGONAL, 652",41.389462,2.1314948,0,27
254,254,201,Museu Diocesà de Barcelona,183.0,History Museum,201,"AV. DIAGONAL, 652",41.389462,2.1314948,0,27
255,255,201,Museo Diocesano de Barcelona,193.0,History Museum,201,"AV. DIAGONAL, 652",41.389462,2.1314948,0,27
256,256,201,Reial Cercle Artístic de Barcelona,98.0,Concert Hall,201,"AV. DIAGONAL, 652",41.389462,2.1314948,0,27
257,257,202,,,[],202,"C/ MEJÍA LEQUERICA, 2",41.3819739,2.1268625,12,15
258,258,203,,,[],203,"C/ ROSSELLÓ,  101",41.3879131,2.150342,2,17
259,259,204,,,[],204,"C/ JORDI GIRONA, 29",41.3881175,2.1154135,10,18
260,260,205,Museu Tèxtil i D'Indumentària,178.0,History Museum,205,"C/ ARAGÓ, 288",41.39352,2.166797,2,16
261,261,206,Fundacio Privada Arqueologica Jordi Clos,144.0,History Museum,206,"C/ GRANADELLA, 10-19 | C/ SAS",41.4383117,2.2039823,9,9
262,262,206,Museo Egipcio de Barcelona,170.0,History Museum,206,"C/ GRANADELLA, 10-19 | C/ SAS",41.4383117,2.2039823,9,9
263,263,207,,,[],207,"C/ SARDENYA, 402",41.4072349,2.1684799,6,20
264,264,208,,,[],208,"C / PROVENÇA, 241",41.3938861,2.1601641,0,18
265,265,209,Fundacio Museu D'historia de la Medicina de Catalunya,152.0,Museum,209,"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,15,10
266,266,209,Casa Ramon Casas,190.0,Monument,209,"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,15,10
267,267,210,,,[],210,"RAMBLA CATALUNYA, 133 /  CÒRSEGA",41.3953894,2.1572953,1,23
268,268,211,Fundacio Durancamps-Casas,146.0,Museum,211,"C/ LONDRES, 101-103",41.3936144,2.1507739,3,15
269,269,211,Palau Robert,187.0,Art Gallery,211,"C/ LONDRES, 101-103",41.3936144,2.1507739,3,15
270,270,212,Guides & Culture,114.0,Museum,212,"C/ SANT ANTONI Mª CLARET, 290-296",41.4138664,2.1777274,14,10
271,271,213,,,[],213,"C/ DOCTOR ROUX, 86",41.3998981,2.1281922,14,13
272,272,214,Museo Clar,133.0,Museum,214,RECINTE PARC DE LA CIUTADELLA,41.3873901,2.1875446,14,13
273,273,215,,,[],215,"AV. DIAGONAL, 668",41.3887069,2.1285766,0,30
274,274,216,,,[],216,"C/ CASTELLNOU, 65",41.3970497,2.1279409,21,10
275,275,217,,,[],217,"PL. CATALUNYA, 5",41.387235,2.168819,1,22
276,276,218,MUHBA Casa de l'Aigua,193.0,Museum,218,"PG. FABRA I PUIG, 344",41.430623,2.1671068,6,10
277,277,219,,,[],219,"C/ BRUC, 130",41.3969839,2.1661852,8,19
278,278,220,,,[],220,"C/ CASTILLEJOS, 258",41.4064529,2.1785364,8,13
279,279,221,,,[],221,"C/ SANT ISCLE, 60",41.433384,2.1716309,10,15
280,280,222,,,[],222,"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,17,10
281,281,223,,,[],223,"C/ DE BONAVISTA, 14",41.3983444,2.1598243,0,32
282,282,224,,,[],224,"C/ CONCEPCIÓ ARENAL, 176",41.4268952,2.1842572,13,11
283,283,225,,,[],225,"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,21,2
284,284,226,Museu del Barça,155.0,Museum,226,"C/ PERIODISTES, 9",41.422037,2.174401,14,3
285,285,226,Gas Natural Fenosa,135.0,Art Museum,226,"C/ PERIODISTES, 9",41.422037,2.174401,14,3
286,286,226,Biblioteca de Catalunya - Museu del Llibre Frederic Marès,185.0,Museum,226,"C/ PERIODISTES, 9",41.422037,2.174401,14,3
287,287,226,La Capella,206.0,Arts and Entertainment,226,"C/ PERIODISTES, 9",41.422037,2.174401,14,3
288,288,227,,,[],227,"C/ TUCUMÁN, 21",41.4457962,2.2010422,7,16
289,289,228,,,[],228,"AV. ICÀRIA, 202",41.3942108,2.2008756,12,15
290,290,229,,,[],229,"C/ PAVIA, 3",41.3734706,2.1332694,24,2
291,291,230,,,[],230,"C/ LLACUNA, 86",41.4022657,2.1976297,24,6
292,292,231,,,[],231,"C/ CAVALLERS, 41",41.3906352,2.111541,7,25
293,293,232,,,[],232,"C/ ROSSELLÓ, 453",41.4060589,2.1740472,7,19
294,294,233,,,[],233,"C/ GARCILASO, 77",41.4228449,2.1866363,1,16
295,295,234,,,[],234,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",41.4306102,2.1564551,14,12
296,296,235,,,[],235,"C/ PUJADES, 57B",41.3958685,2.192952,17,10
297,297,236,,,[],236,"C/ MARINA, 199",41.4005784,2.1788855,12,24
298,298,237,,,[],237,"RAMBLA  DE GUIPÚSCOA, 158/ CA N'OLIVA",41.4227912,2.2060317,25,2
299,299,238,,,[],238,"C/ DE CERVELLÓ, 5",41.3765618,2.1748621,17,7
300,300,239,Museo Marítimo de Barcelona,118.0,Art Museum,239,"C/ DIPUTACIÓ, 22",41.377846,2.150523,5,16
301,301,239,Restaurante del Museo Marítimo,161.0,Museum,239,"C/ DIPUTACIÓ, 22",41.377846,2.150523,5,16
302,302,239,Arts Santa Mònica,120.0,Art Gallery,239,"C/ DIPUTACIÓ, 22",41.377846,2.150523,5,16
303,303,240,Montjuic (Barcelona),169.0,Art Museum,240,"C/ DE BARTRINA, 14",41.4391174,2.1858025,16,6
304,304,241,,,[],241,"PL. DELS JARDINS D'ALFÀBIA, 1",41.4373376,2.1740962,6,11
305,305,242,,,[],242,"C/ NOU BARRIS, 23",41.4480464,2.1775154,9,9
306,306,243,,,[],243,"PG. DE GRÀCIA, 89",41.3949729,2.1612814,0,31
307,307,244,Centre Cultural Caixa Catalunya,52.0,Museum,244,"C/ FLORIDABLANCA, 145",41.3819459,2.1629146,7,14
308,308,244,Generalitat de Catalunya,202.0,History Museum,244,"C/ FLORIDABLANCA, 145",41.3819459,2.1629146,7,14
309,309,244,Casa Ramon Casas,41.0,Monument,244,"C/ FLORIDABLANCA, 145",41.3819459,2.1629146,7,14
310,310,244,Palau Robert,211.0,Art Gallery,244,"C/ FLORIDABLANCA, 145",41.3819459,2.1629146,7,14
311,311,245,,,[],245,"C/ VILLARROEL, 208",41.392052,2.1480223,0,29
312,312,246,Museu i Centre d'Estudis de l'Esport Doctor Melcior Colet,94.0,Museum,246,"AV. DIAGONAL, 602",41.392878,2.143411,0,21
313,313,247,,,[],247,"C/ TARRAGONA,  159-173",41.3787064,2.1443579,6,16
314,314,248,,,[],248,"C/ BRUC, 20",41.3908381,2.1743743,15,9
315,315,249,Museo Magic World,99.0,Museum,249,"C/ MALATS, 28-30",41.4361251,2.1894423,14,17
316,316,250,,,[],250,"LA RAMBLA, 101",41.3826647,2.1717083,2,24
317,317,251,Institut de Cultura de Barcelona,16.0,Museum,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
318,318,251,Erotic Museum (Museu de l'Eròtica),87.0,Erotic Museum,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
319,319,251,Big Fun Museum,97.0,Museum,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
320,320,251,Erotic Museum,88.0,Art Museum,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
321,321,251,Via Sepulcral Romana,195.0,Monument,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
322,322,251,Museu de les Il·lusions,160.0,Museum,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
323,323,251,Palau de la Virreina,19.0,Art Gallery,251,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,7,21
324,324,252,,,[],252,"C/ ALTS FORNS, 77",41.3595484,2.1417765,20,12
325,325,253,,,[],253,"C/ JOAN GÜELL, 98",41.3812001,2.1323612,13,10
326,326,254,,,[],254,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",41.4340849,2.1748267,21,5
327,327,255,,,[],255,"AV. DIAGONAL, 630",41.3915195,2.1390667,4,28
328,328,256,,,[],256,"C/ PAU ALSINA, 54",41.4092005,2.16400285,14,10
329,329,257,,,[],257,"PG. FONT D´EN- FARGAS, 1",41.4275514,2.1659881,4,22
330,330,258,,,[],258,"AV. FRANCESC CAMBÓ, 10",41.3855644,2.1773214,9,13
331,331,259,Casa Dels Entremesos,74.0,Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
332,332,259,Museu Frederic Marès,134.0,Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
333,333,259,Museu d'Història de Barcelona,175.0,History Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
334,334,259,The Gaudí Exhibition Center,165.0,Art Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
335,335,259,Museu Diocesà de Barcelona,152.0,History Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
336,336,259,Museo Diocesano de Barcelona,148.0,History Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
337,337,259,Botiga el Rey de la Magia - Museu de la Màgia,180.0,Museum,259,"C/ JOAN D'ÀUSTRIA, 31B",41.392384,2.1925059,16,11
338,338,260,,,[],260,"PG. FABRA I PUIG, 411",41.4357978,2.163872,2,25
339,339,261,Museu Africà Daniel Comboni,116.0,Museum,261,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,41.4121345,2.1652216,10,17
340,340,262,,,[],262,"C/ PROVENÇA, 595",41.4105848,2.1826833,21,0
341,341,263,Io planetaris,189.0,Planetarium,263,PG. DE COLOM (LES RAMBLES),41.37652,2.17881,31,2
342,342,264,Museo de Cera de Barcelona - MUCESA,148.0,Art Museum,264,"VIA FAVÈNCIA, 186",41.4427374,2.170393,4,20
343,343,264,Columbus Monument,128.0,Art Museum,264,"VIA FAVÈNCIA, 186",41.4427374,2.170393,4,20
344,344,264,Wax museum,185.0,Art Museum,264,"VIA FAVÈNCIA, 186",41.4427374,2.170393,4,20
345,345,264,Galería Ferrán Cano,1095.0,Art Gallery,264,"VIA FAVÈNCIA, 186",41.4427374,2.170393,4,20
346,346,265,,,[],265,"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,7,13
347,347,266,,,[],266,"GRAN VIA DE LES CORTS CATALANES, 368",41.3741093,2.1481993,10,10
348,348,267,,,[],267,"GRAN  VIA DE LES CORTS CATALANES, 375-385",41.3757914,2.1499102,14,34
349,349,268,Montjuic (Barcelona),194.0,Art Museum,268,"RONDA SANT PAU, 79",41.3783467,2.1633139,25,0
350,350,269,,,[],269,"C/ COMTE D'URGELL, 43",41.3812504,2.1594741,14,19
351,351,270,Santería Milagrosa,104.0,Art Museum,270,"AV. LITORAL, 72",41.3961412,2.2078439,23,4
352,352,271,,,[],271,"AV. PARAL.LEL, 132",41.3750995,2.1613897,28,2
353,353,272,,,[],272,"C/ MARIE CURIE, 8-14",41.4366871,2.1693134,17,10
354,354,273,,,[],273,"VIA BARCINO, 121",41.448152,2.19294,20,3
355,355,274,,,[],274,"C/ PABLO IGLESIAS, 21",41.443387,2.1813051,8,21
356,356,275,,,[],275,"C/ CAMÈLIES, 73",41.4134503,2.1631012,0,0
357,357,276,,,[],276,"C/ MARINA, 25-33",41.3881248,2.1951871,8,45
358,358,277,,,[],277,"C/ RAMON TRIAS FARGAS, 21",41.3902194,2.1904003,25,22
359,359,278,,,[],278,"C/ SANT RAMON DE PENYAFORT, 1",41.4134833,2.2206913,30,22
360,360,279,,,[],279,"C/ GRAN DE LA SAGRERA, 74",41.4230551,2.1913753,16,10
361,361,280,,,[],280,"PG. DE GARCIA FÀRIA, 85",41.4053649,2.2162094,8,19
362,362,281,,,[],281,SELVA DE MAR / PG. DEL TAULAT,41.4053697,2.2135818,23,3
363,363,282,,,[],282,"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,11,20
364,364,283,,,[],283,"C/ BAILÉN, 100",41.396994,2.1706323,4,28
365,365,284,Museu del Clavegueram,149.0,History Museum,284,"PL. CATALUNYA, 10-11 (PG. DE GRÀCIA)",41.387696,2.1696543,0,18
366,366,285,,,[],285,"C/ GRAN DE GRÀCIA, 91",41.4006862,2.1543317,0,19
367,367,286,,,[],286,"C/ BAC DE RODA, 11",41.4023354,2.2105777,16,5
368,368,287,,,[],287,"AV. ROMA,  136",41.3852585,2.155089,7,13
369,369,288,,,[],288,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",41.383585,2.112186,4,23
370,370,289,,,[],289,"C/ RIUS I TAULET, 4",41.3727426,2.1539198,15,12
371,371,290,Espai Bombers Parc de la Prevenció,115.0,Museum,290,"RAMBLA DE GUIPÚSCOA, 103 /CANTÀBRIA",41.4200135,2.2016699,10,13
372,372,290,Punt d'Ancoratge de Bicicletes Guàrdia Urbana,85.0,Museum,290,"RAMBLA DE GUIPÚSCOA, 103 /CANTÀBRIA",41.4200135,2.2016699,10,13
373,373,291,,,[],291,PL.VALENTÍ ALMIRALL,41.4084796,2.192042,19,5
374,374,292,,,[],292,"AV. MARQUÉS DE L'ARGENTERA,13",41.384546,2.184922,11,14
375,375,293,MUHBA Santa Caterina,60.0,Museum,293,"C/ INDÚSTRIA, 329",41.4172922,2.1844769,24,1
376,376,293,Suau,159.0,Art Museum,293,"C/ INDÚSTRIA, 329",41.4172922,2.1844769,24,1
377,377,294,,,[],294,"C/ MÚRCIA, 1",41.4143392,2.1874539,12,8
378,378,295,,,[],295,"PG. D'ENRIC SANCHIS, 33",41.4339212,2.2062245,18,8
379,379,296,,,[],296,"GRAN DE GRÀCIA, 155 (METRO FONTANA)",41.4025392,2.1524704,2,20
380,380,297,,,[],297,"C/ ALEXANDRE GALÍ, 1-5",41.4239719,2.1812399,24,2
381,381,298,Museo de Artes y Tradiciones Populares,136.0,Museum,298,"C/ SARDENYA, 292",41.4016969,2.175767,16,2
382,382,299,Museu del Temple Expiatori de la Sagrada Familia,197.0,Museum,299,"C/ MAS CASANOVAS, 137",41.4158995,2.1745567,5,21
383,383,300,,,[],300,PL. UNIVERSITAT,41.385503,2.1634768,1,21
384,384,301,Gerard Ribó Tantric Master,197.0,Erotic Museum,301,PL. UNIVERSITAT /  ARIBAU,41.3856474,2.1634306,1,26
385,385,302,Gerard Ribó Tantric Master,198.0,Erotic Museum,302,"C/ CUBELLES, 2",41.426078,2.1751572,19,8
386,386,303,,,[],303,"C/ HONDURAS, 32-34",41.4202459,2.1894852,17,13
387,387,304,,,[],304,PL. POETA BOSCÀ | C/ ATLÀNTIDA,41.379326,2.189906,8,14
388,388,305,,,[],305,"PG. VALLDAURA, 26",41.4374904,2.1565742,15,12
389,389,306,,,[],306,"C/ NÀPOLS, 183",41.3981669,2.1754896,3,22
390,390,307,,,[],307,"C/ VIRIAT, 43",41.3806074,2.1408633,5,13
391,391,308,,,[],308,"C/ JOAN GÜELL, 174",41.3839045,2.1312876,3,20
392,392,309,,,[],309,"CARRER DEL CINCA, 7",41.4356895,2.1920873,4,21
393,393,310,,,[],310,"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,6,20
394,394,311,,,[],311,"C/ WATT, 2",41.3754426,2.1398409,13,3
395,395,312,,,[],312,"C/ ALT DE GIRONELLA, 13",41.3949601,2.1302775,2,20
396,396,313,,,[],313,"C/ PAU ALCOVER, 94",41.401883,2.131524,4,23
397,397,314,,,[],314,"AV. CAN MARCET, 36",41.4347859,2.147904,10,17
398,398,315,,,[],315,"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",41.4372022,2.1620235,2,17
399,399,316,Museu Africà Daniel Comboni,166.0,Museum,316,"PG. VALL D'HEBRÓN, 80",41.419965,2.1401823,5,19
400,400,317,,,[],317,"C/ SANT FRANCESC XAVIER, 1",41.4417001,2.1781553,4,13
401,401,318,,,[],318,"C/ PALAMÓS, 33",41.446923,2.184857,8,20
402,402,319,,,[],319,"C/ VILADOMAT, 200",41.38481021146711,2.1508071246452154,5,18
403,403,320,,,[],320,"C/ FLORIDABLANCA, 49",41.3776721,2.157233,12,7
404,404,321,,,[],321,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",41.400654,2.210191,3,24
405,405,322,,,[],322,PG.DE COLOM (LES RAMBLES),41.376433,2.17871,18,20
406,406,323,Museo de Cera de Barcelona - MUCESA,146.0,Art Museum,323,"C/ SARDENYA,  178",41.3967169,2.1825085,12,26
407,407,323,Columbus Monument,115.0,Art Museum,323,"C/ SARDENYA,  178",41.3967169,2.1825085,12,26
408,408,323,Wax museum,184.0,Art Museum,323,"C/ SARDENYA,  178",41.3967169,2.1825085,12,26
409,409,323,Galería Ferrán Cano,1093.0,Art Gallery,323,"C/ SARDENYA,  178",41.3967169,2.1825085,12,26
410,410,324,,,[],324,"C/ CIUTAT DE GRANADA, 168 | AV. DIAGONAL",41.404511,2.189881,0,20
411,411,325,,,[],325,"C/ INDEPENDÈNCIA, 379",41.4118378,2.1778852,9,16
412,412,326,,,[],326,"C/ PROVENÇA, 445",41.4048623,2.174799,7,6
413,413,327,Museu del Temple Expiatori de la Sagrada Familia,164.0,Museum,327,"C/ GÒNGORA, 23",41.4432762,2.1746238,7,17
414,414,328,,,[],328,"C/ VALLESPIR, 194",41.3847113,2.1334379,3,23
415,415,329,,,[],329,"AV. SARRIÀ, 163",41.3922355,2.1309272,13,10
416,416,330,,,[],330,C/ MUNNÉ  2-6,41.37541,2.1232547,19,10
417,417,331,,,[],331,"PG. DE GRÀCIA, 61",41.393062,2.1633226,16,17
418,418,332,Paseo de Gracia,43.0,Art Museum,332,"C/ 60, NÚMERO 25",41.3467746,2.1436235,11,32
419,419,332,Fundacio Privada Arqueologica Jordi Clos,150.0,History Museum,332,"C/ 60, NÚMERO 25",41.3467746,2.1436235,11,32
420,420,332,Fundación Antoni Tàpies,180.0,Museum,332,"C/ 60, NÚMERO 25",41.3467746,2.1436235,11,32
421,421,332,Museo Egipcio de Barcelona,134.0,History Museum,332,"C/ 60, NÚMERO 25",41.3467746,2.1436235,11,32
422,422,333,Barcelona Bus Turístic,82.0,Art Museum,333,PG. DE COLOM (VIA LAIETANA),41.380628,2.1821917,14,17
423,423,334,Hemp Museum Gallery,166.0,Museum,334,"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",41.3862258,2.1168609,8,33
424,424,334,Palau Mornau,175.0,Museum,334,"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",41.3862258,2.1168609,8,33
425,425,334,Real Academia de Bellas Artés de San Jorge,185.0,Art Museum,334,"C/ JOHN MAYNARD KEYNES, 2 | AV. DIAGONAL",41.3862258,2.1168609,8,33
426,426,335,Museo de las Artes Decorativas de Barcelona,154.0,Art Museum,335,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,19,17
427,427,335,Institut de Cultura de Barcelona,168.0,Museum,335,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,19,17
428,428,336,,,[],336,"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,1,25
429,429,337,,,[],337,"C/ FÍGOLS, 1",41.3812979,2.1289917,8,16
430,430,338,,,[],338,"C/ DOS DE MAIG, 230-232",41.4071692,2.1820722,14,2
431,431,339,,,[],339,"C/ VILLENA, 1",41.38860659692564,2.1921945084594707,14,40
432,432,340,,,[],340,"C/ ELISA, 1",41.4052698,2.1420204,4,12
433,433,341,,,[],341,"C/ ARTESA DE SEGRE, 2",41.402988,2.1344691,15,11
434,434,342,Museo Minerales Colegio la Salle Bonanova,186.0,Science Museum,342,"AV. RIO DE JANEIRO, 118",41.442489,2.185727,13,15
435,435,343,Armeria M. Roca,108.0,Museum,343,"C/ PARE MARIANA, 24",41.4306689,2.1456449,9,18
436,436,344,Federacio Catalana de Tennis,781.0,Museum,344,"C/ DELS ENAMORATS, 49",41.4040525,2.181199,32,4
437,437,345,,,[],345,"C/ NÀPOLS, 344",41.4054458,2.1663172,16,8
438,438,346,,,[],346,"C/ VILAMARÍ, 85",41.3807072,2.1468381,11,14
439,439,347,,,[],347,"C/ DIPUTACIÓ, 200",41.3857425,2.1610515,0,25
440,440,348,,,[],348,CAMPANA DE LA MAQUINISTA (SAO PAULO I PL. DE,41.4389609,2.1996179,10,17
441,441,349,,,[],349,"C/ SANT ADRIÀ, 2-8",41.433934,2.1896502,10,13
442,442,350,MUHBA a Fabra i Coats,95.0,History Museum,350,"C/ VILADOMAT, 244",41.3875712,2.1469336,30,1
443,443,351,,,[],351,"C/ BALMES, 409",41.4074131,2.1381069,6,25
444,444,352,,,[],352,"C/ REUS, 23",41.4050074,2.134603,2,20
445,445,353,Museo Minerales Colegio la Salle Bonanova,46.0,Science Museum,353,"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,2,23
446,446,354,,,[],354,"PTGE. MALUQUER, 16",41.4095489,2.1360313,1,25
447,447,355,,,[],355,"C/ SANCHO DE ÁVILA, 60-64",41.3987543,2.1902116,12,15
448,448,356,,,[],356,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,19,6
449,449,357,Gas Natural Fenosa,153.0,Art Museum,357,"C/ MONTMANY, 1",41.4035608,2.1609345,0,25
450,450,358,,,[],358,"VIA FAVÈNCIA, 47",41.4418604,2.1664224,11,12
451,451,359,,,[],359,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,17,21
452,452,360,,,[],360,"PG. FABRA I PUIG, 449",41.4388644,2.1657506,7,23
453,453,361,,,[],361,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,16,7
454,454,362,,,[],362,"C/ DE LA SANTACREU, 2 (PL.DE LA VIRREINA)",41.4050968,2.1569161,0,25
455,455,363,Museu Casa Verdaguer,48.0,Museum,363,"PORTAL DE SANTA MADRONA, 2-4",41.3770715,2.1758261,9,18
456,456,364,Museo de Cera de Barcelona - MUCESA,119.0,Art Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
457,457,364,Museo Marítimo de Barcelona,142.0,Art Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
458,458,364,Wax museum,113.0,Art Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
459,459,364,Restaurante del Museo Marítimo,192.0,Museum,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
460,460,364,Arts Santa Mònica,22.0,Art Gallery,364,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒRIA,41.380955,2.1934636,25,9
461,461,365,,,[],365,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,16,4
462,462,366,Museo de Cera de Barcelona - MUCESA,157.0,Art Museum,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
463,463,366,Wax museum,115.0,Art Museum,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
464,464,366,Galería Ferrán Cano,835.0,Art Gallery,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
465,465,366,Arts Santa Mònica,159.0,Art Gallery,366,"C/ VILLAR, 2",41.4164824,2.1801094,12,18
466,466,367,Espai Alchemika,182.0,Art Museum,367,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",41.363279,2.1341586,12,16
467,467,368,,,[],368,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,3,29
468,468,369,Gerard Ribó Tantric Master,104.0,Erotic Museum,369,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,16,10
469,469,369,Museo geológico del Seminario de Barcelona,188.0,Science Museum,369,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,16,10
470,470,370,,,[],370,"C/ GOMBAU, 24",41.3872437,2.1793035,8,18
471,471,371,Convent de Sant Agustí,169.0,Museum,371,"C/ CASANOVA, 55",41.3847738,2.1592566,10,16
472,472,371,Gas Natural Fenosa,129.0,Art Museum,371,"C/ CASANOVA, 55",41.3847738,2.1592566,10,16
473,473,372,,,[],372,"AV. RASOS DE PEGUERA, 10",41.462095,2.178959,6,13
474,474,373,,,[],373,"C/ BERLÍN, 38",41.3832609,2.1392662,3,23
475,475,374,,,[],374,C/ JOSEP SAMITIER / JOAN XXIII,41.3812111,2.1190863,3,22
476,476,375,Futbol Club Barcelona,195.0,Museum,375,"VIA BARCINO, 69",41.4506081,2.1923629,9,11
477,477,376,,,[],376,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,15,2
478,478,377,,,[],377,"C/ ROSSELLÓ, 354",41.4031491,2.1707947,4,25
479,479,378,,,[],378,"C/ DOCTOR SALVADOR CARDENAL, 1-5",41.3853868,2.122893,3,28
480,480,379,Museu de la Farmàcia Catalana,109.0,Science Museum,379,"AV. D'EDUARD MARISTANY, 1 /FORUM",41.4109763,2.2193724,7,26
481,481,380,Museu Blau,62.0,History Museum,380,"PL. URQUINAONA, 3",41.3893094,2.1727457,1,25
482,482,381,Teatre Museu el Rei de la Màgia,129.0,Art Museum,381,"C/ CASANOVA, 119",41.387888,2.1552902,8,21
483,483,381,Museo Magic World,190.0,Museum,381,"C/ CASANOVA, 119",41.387888,2.1552902,8,21
484,484,382,,,[],382,"AV. PARAL.LEL, 98",41.3751767,2.1658972,9,11
485,485,383,,,[],383,"C/ DE SANT PAU, 89 - 97",41.3768806,2.1698206,14,4
486,486,384,,,[],384,"C/ VILARDELL, 18",41.3745238,2.1422556,14,15
487,487,385,,,[],385,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",41.403216,2.2136,4,27
488,488,386,,,[],386,"C/ PUJADES,  3",41.39212,2.1874966,19,7
489,489,387,,,[],387,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,1,14
490,490,388,,,[],388,"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,6,19
491,491,389,,,[],389,"C/ ROCAFORT, 214 | C/ ROSSELLÓ",41.3852864,2.1454802,2,22
492,492,390,,,[],390,"C/ ROGER, 24",41.3767538,2.1269152,21,5
493,493,391,,,[],391,"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,8,14
494,494,392,,,[],392,"C/ ENRIC GRANADOS, 93",41.392135,2.1563542,0,24
495,495,393,,,[],393,"C/ ENRIC  GRANADOS, 35",41.389668,2.1599078,2,13
496,496,394,,,[],394,"GRAN VIA DE LES CORTS CATALANES, 609",41.3893222,2.1678388,0,14
497,497,395,Museo Adidas & Messi,135.0,Museum,395,"AV.LITORAL, 84",41.3979002,2.2088454,21,5
498,498,396,,,[],396,"C/ JOAN GÜELL, 50",41.3786364,2.1335494,16,5
499,499,397,,,[],397,"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,9,23
500,500,398,,,[],398,"C/ LISBOA, 128",41.4267638,2.1521909,2,25
501,501,399,,,[],399,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,13,5
502,502,400,,,[],400,"C/ RIBES, 13",41.3933173,2.1812483,1,16
503,503,401,,,[],401,PLA DE PALAU,41.382418,2.183723,12,9
