,name,latitude,longitude,free_bikes,empty_slots
382,"AV. PARAL.LEL, 98",41.3751767,2.1658972,9,11
383,"C/ DE SANT PAU, 89 - 97",41.3768806,2.1698206,14,4
384,"C/ VILARDELL, 18",41.3745238,2.1422556,14,15
385,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",41.403216,2.2136,4,27
386,"C/ PUJADES,  3",41.39212,2.1874966,19,7
387,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,1,14
388,"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,6,19
389,"C/ ROCAFORT, 214 | C/ ROSSELLÓ",41.3852864,2.1454802,2,22
390,"C/ ROGER, 24",41.3767538,2.1269152,21,5
391,"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,8,14
392,"C/ ENRIC GRANADOS, 93",41.392135,2.1563542,0,24
393,"C/ ENRIC  GRANADOS, 35",41.389668,2.1599078,2,13
394,"GRAN VIA DE LES CORTS CATALANES, 609",41.3893222,2.1678388,0,14
395,"AV.LITORAL, 84",41.3979002,2.2088454,21,5
396,"C/ JOAN GÜELL, 50",41.3786364,2.1335494,16,5
397,"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,9,23
398,"C/ LISBOA, 128",41.4267638,2.1521909,2,25
399,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,13,5
400,"C/ RIBES, 13",41.3933173,2.1812483,1,16
401,PLA DE PALAU,41.382418,2.183723,12,9
402,"C/ BOLÍVIA, 76",41.4030225,2.1913538,2,14
403,"AV. DE LA CATEDRAL, 6",41.3850616,2.1766834,13,8
404,WORLD TRADE CENTER,41.3720293,2.1804468,3,36
405,"C/ PROVENÇA, 317",41.3988184485363,2.166735224916682,2,17
406,"AV. VALLCARCA, 196",41.4160558,2.1421504,9,18
407,"AV. VALLCARCA, 11",41.4074444,2.1492066,4,13
408,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.391062,2.1801142,0,24
409,"PG. TORRAS I BAGES, 29",41.4378773,2.1910691,13,6
410,"C/ SARDENYA, 68",41.3916096,2.1891194,11,12
411,"AV. DIAGONAL, 26",41.4110822,2.2163136,12,19
412,"GRAN VIA CORTS CATALANES, 760",41.3979779,2.1801069,31,15
413,"PL. JEAN GENET,  1",41.376735,2.1740082,19,1
414,"RAMBLA DE PRIM, 256",41.4256626,2.2008632,17,9
415,"C/ ARGENTERA, 23",41.4117633,2.1453424,14,8
416,"C/ COMTE URGELL, 23",41.380393,2.1606506,13,13
417,"PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",41.3914292,2.1805685,10,29
418,"C/ DE LES CORTS, 20",41.3854466,2.1288753,5,22
419,"GRAN VIA DE LES CORTS CATALANES, 632",41.3890626,2.1679313,1,15
420,"C/ DE RIBES, 59 B",41.39828,2.1830315,18,12
421,"C/ JOSEP PLA, 67",41.411381,2.2122054,4,20
422,"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,0,26
423,"C/ SAGUÉS, 1",41.3937414,2.1455022,2,25
424,"C/ AGUSTÍ DURAN I SANPERE, 10",41.3816139,2.1677697,8,33
425,"C/ VILÀ I VILÀ, 45",41.3733857,2.1709545,16,10
426,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERCIAL)",41.439929,2.1970692,14,19
427,"PG. ZONA FRANCA, 9",41.3513237,2.1450958,31,5
428,"C / INDÚSTRIA, 10",41.4022081,2.1649035,2,19
429,"C/ TURÓ BLAU, 1-3",41.4388223,2.1767828,4,20
430,"C/ D'ALACANT, 12",41.4000778,2.1326911,2,25
431,"C/ CASTILLEJOS, 184",41.4021805,2.1829894,13,13
432,"C/ SANCHO DE ÁVILA, 170 / LLACUNA",41.4027907,2.1956161,8,17
433,PL. DEL MAR,41.3748001,2.1889045,10,8
434,"C/ ANTILLES, 8",41.4250835,2.1872818,24,1
435,"C/ MANSO, 46",41.377046,2.16113608,21,1
436,"C/ SARDENYA, 494",41.4107641,2.1640965,4,19
437,"C/ QUETZAL, 22-24",41.3675438,2.1342316,12,14
438,"C/ ARAGÓ, 629",41.410098,2.1884487,10,11
439,"C/ MINERIA, 30",41.3649272,2.138599,14,4
440,"C/ EUROPA, 25",41.387561,2.1306737,2,31
441,"C/ SANTA FE DE NOU MÈXIC, 2",41.3935816,2.1345892,0,33
442,"C/ FELIPE II, 112",41.4219291,2.1849107,3,28
443,"C/ PUJADES, 191",41.4026275,2.2017694,32,0
444,"GRAN VIA DE LES CORTS CATALANES, 1041",41.4145805,2.2008139,8,15
445,"C/ GELABERT, 1",41.3871579,2.1410945,0,26
446,"C/ ROSA SENSAT, 12",41.3906051,2.1972309,8,12
447,"C/ ALFAMBRA, 2 | AV. DIAGONAL",41.385641,2.113096,11,12
448,"PL. CATALUNYA, 10-11 (LA RAMBLA)",41.387493,2.1690686,1,19
449,"VIA AUGUSTA, 317",41.399017,2.124329,1,25
450,WORLD  TRADE CENTER,41.3718728,2.180302,3,36
451,"C/ VALÈNCIA, 621",41.4108005,2.1872438,20,5
452,"PG. SANTA COLOMA, 105",41.4479402,2.1976757,23,15
453,"AV. LITORAL, 40 (D)",41.3896642,2.1999572,7,46
454,"C/ ESPRONCEDA, 124",41.4065912,2.203028,23,3
455,"C/ SANT ANTONI MARIA CLARET, 214",41.4108439,2.1740575,8,11
456,"C/ CASANOVA, 139",41.3887127,2.1542277,1,29
457,"C/ BOLIVIA, 120",41.4058109,2.1949461,9,18
458,"C/ SELVA DE MAR, 230",41.417694,2.1976864,14,11
459,"C/ SARDENYA, 362",41.4055143,2.1706498,9,13
460,"C/ PUJADES, 103",41.3983902,2.1960799,14,10
461,"AV. MERIDIANA, 66",41.40197,2.187081,2,14
462,"C/ BILBAO, 2",41.4008312,2.206645,23,4
463,"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,8,21
464,"C/ PEDRELL, 52",41.4246548,2.166289,4,20
465,"C/ LONDRES,  53",41.3912605,2.1476308,0,24
466,"C/ JORGE MANRIQUE, 15",41.4312335,2.1499103,13,14
467,"PG. MANUEL GIRONA, 7",41.39038,2.121,6,20
468,"C/ RIERA BLANCA, 123",41.371459,2.127854,27,0
469,"C/ CALÀBRIA, 112",41.38031805998654,2.1544371248113956,21,18
470,"C/ CONSELL DE CENT, 566",41.4040364,2.183145,14,23
471,LA BARCELONETA (CN BARCELONETA),41.3736911,2.188928,5,9
472,MOLL ORIENTAL,41.3694508,2.1879597,10,32
473,"PL. CATALUNYA, 22",41.3860607,2.1702467,0,30
474,"C/ ROGER DE FLOR, 126",41.3954877,2.1771985,6,22
475,PG. DE LLUIS COMPANYS (ARC DE TRIOMF),41.391313,2.1808391,23,9
476,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,4,24
477,"PL. SANT MIQUEL, 4",41.381708,2.177292,12,16
478,PG. DE COLOM /VIA LAIETANA,41.380628,2.1822815,20,2
479,"AV. MERIDIANA, 40",41.3960652,2.1871959,8,11
480,"C/ JUAN GRIS, 28",41.3653426,2.1331357,18,14
481,"C/ RIERA ALTA, 6",41.3806411,2.1671611,16,17
482,"C/ FELIU DE CASANOVA, 1",41.3754188,2.1297823,19,8
483,"C/ PEDROSA, 24",41.4490679,2.1833801,8,16
484,"AV. JOSEP TARRADELLAS, 133",41.3900085,2.1432105,1,11
485,"C/ DEL GUINARDÓ, 32-38",41.4156285,2.1817876,21,4
486,"C/ CASTILLEJOS, 388",41.412427,2.170592,9,23
487,PG. MARÍTIM DE LA BARCELONETA,41.3795862,2.1925198,25,1
488,"PG. ZONA FRANCA, 182",41.360798,2.138931,31,5
489,PLAÇA DELS ÀNGELS (MACBA),41.38268,2.16712,26,15
490,"C/ VALLESPIR, 13",41.378118,2.1378667,5,17
491,"C/ PALÈNCIA, 31",41.4182129,2.1904005,11,15
492,"C/ CARDENAL TEDESCHINI, 13",41.4253643,2.1852073,27,5
493,"C/ BAILÉN, 62",41.3952527,2.1730023,15,14
494,"C/ PORTUGAL, 3",41.4258248,2.191206,12,14
495,"PG. LLUIS COMPANYS, 11 (ARC TRIOMF)",41.3911035,2.1801763,7,32
496,"PG. PUJADES, 2",41.389135,2.183489,21,5
497,"C/ CLOT, 1",41.4063864,2.1874404,16,11
498,"C/ PROVENÇA, 215",41.3927771,2.1586273,3,22
499,"C/ PONTEVEDRA, 58B | C/ JUDICI",41.37686,2.19067,3,17
500,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",41.3812425,2.1933482,8,27
501,"PG. MARITIM, 23 (HOSPITAL DEL MAR)",41.3833653,2.1946255,2,24
502,"C/GAVÀ, 81",41.3703717,2.1389439,9,7
503,"PG. MARíTIM, 31 B (ANNEXA A LA  12)",41.3834753,2.194735,0,21
504,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPIC),41.3889129,2.1993105,4,23
505,"C/ PALLARS, 182",41.4003471,2.1969105,18,5
